index,x_px,y_px,x_normalized,y_normalized
0,70.0,173.0,0.15659955257270694,0.3870246085011186
1,77.65713500976562,171.9061279296875,0.1737296085229656,0.3845774674042226
2,85.40271759033203,171.0,0.19105753375913206,0.3825503355704698
3,93.15025329589844,170.12139892578125,0.20838982840245734,0.38058478506886184
4,100.95160675048828,170.00001525878906,0.22584252069460464,0.38031323324113886
5,108.76158142089844,170.00001525878906,0.24331449982303902,0.38031323324113886
6,116.5715560913086,170.00001525878906,0.2607864789514734,0.38031323324113886
7,124.24822998046875,171.32118225097656,0.27796024604131714,0.3832688640961444
8,131.8910369873047,172.84158325195312,0.2950582482937465,0.3866702086173448
9,139.5338134765625,174.3619842529297,0.31215618227418906,0.39007155313854514
10,147.29844665527344,175.00001525878906,0.3295267262981509,0.3914989155677608
11,155.10841369628906,175.00001525878906,0.3469986883585885,0.3914989155677608
12,162.91839599609375,175.00001525878906,0.3644706845550196,0.3914989155677608
13,170.72837829589844,175.00001525878906,0.38194268075145066,0.3914989155677608
14,178.53834533691406,175.00001525878906,0.39941464281188827,0.3914989155677608
15,186.34832763671875,175.00001525878906,0.41688663900831935,0.3914989155677608
16,194.15830993652344,175.00001525878906,0.43435863520475043,0.3914989155677608
17,201.96829223632812,175.00001525878906,0.4518306314011815,0.3914989155677608
18,209.7782745361328,175.00001525878906,0.46930262759761254,0.3914989155677608
19,217.58824157714844,175.00001525878906,0.4867745896580502,0.3914989155677608
20,225.39822387695312,175.00001525878906,0.5042465858544812,0.3914989155677608
21,233.2082061767578,175.00001525878906,0.5217185820509124,0.3914989155677608
22,240.9476776123047,174.0074920654297,0.5390328358217107,0.3892785057392163
23,248.7571258544922,174.00001525878906,0.5565036372583718,0.38926177910243637
24,256.5513610839844,173.77838134765625,0.5739404051095848,0.3887659537978887
25,264.302978515625,172.95672607421875,0.5912818311311522,0.3869277988237556
26,272.03448486328125,171.8522186279297,0.6085782659133808,0.38445686493944004
27,279.7364501953125,170.60910034179688,0.6258086134123322,0.38167583969082075
28,287.5031433105469,170.00001525878906,0.6431837657954069,0.38031323324113886
29,295.2698059082031,170.6099853515625,0.6605588499064947,0.3816778195784396
30,303.00128173828125,171.7146453857422,0.6778552164167366,0.38414909482268944
31,310.61456298828125,173.37351989746094,0.694887165521882,0.38786022348425264
32,318.3800354003906,174.00001525878906,0.7122595870254824,0.38926177910243637
33,326.1900329589844,174.00001525878906,0.7297316173579069,0.38926177910243637
34,334.0,174.0,0.7472035794183445,0.38926174496644295
