replan_index,wall_time,waypoint_index,x,y
2,0.002611050003906712,0,-6.592032082675634e-15,1.4226058690191758e-28
2,0.002611050003906712,1,0.002455491971324932,-0.014732951827989112
2,0.002611050003906712,2,0.004910983942656456,-0.029465903655978225
2,0.002611050003906712,3,0.00736647591398798,-0.044198855483967334
2,0.002611050003906712,4,0.009821967885319504,-0.05893180731195645
2,0.002611050003906712,5,0.012277459856651025,-0.07366475913994555
2,0.002611050003906712,6,0.014732951827982552,-0.08839771096793467
2,0.002611050003906712,7,0.017701802451343073,-0.103032654238409
2,0.002611050003906712,8,0.02084670475562502,-0.11763398636543232
2,0.002611050003906712,9,0.025101623973027863,-0.1319212679235975
2,0.002611050003906712,10,0.030072683347489165,-0.14600593615123786
2,0.002611050003906712,11,0.03708909655925205,-0.15916283832757086
2,0.002611050003906712,12,0.045796949767343144,-0.17124618720918716
2,0.002611050003906712,13,0.05512750404229921,-0.18290938005288224
2,0.002611050003906712,14,0.06557331639879724,-0.19356476325920377
2,0.002611050003906712,15,0.07703315291317742,-0.2031010125548293
2,0.002611050003906712,16,0.08893267280314565,-0.21212823454032245
2,0.002611050003906712,17,0.10148677439553587,-0.22021035777110293
2,0.002611050003906712,18,0.11416919913633775,-0.22809668522076829
2,0.002611050003906712,19,0.12713743026473467,-0.23550710300842367
2,0.002611050003906712,20,0.14010566139313152,-0.242917520796079
2,0.002611050003906712,21,0.15307389252152848,-0.2503279385837344
2,0.002611050003906712,22,0.16624178966676062,-0.2573706189192438
2,0.002611050003906712,23,0.1795196688179808,-0.26421073848199356
2,0.002611050003906712,24,0.1932332401521713,-0.2701138500634075
2,0.002611050003906712,25,0.20702047820447605,-0.27585853258520115
2,0.002611050003906712,26,0.22132811538117617,-0.2801387008536838
2,0.002611050003906712,27,0.23584992589277895,-0.28356998517855714
2,0.002611050003906712,28,0.2504960500317896,-0.28649921000635925
2,0.002611050003906712,29,0.26522536672268143,-0.2888855750060023
2,0.002611050003906712,30,0.2800806428766056,-0.29040000000000005
2,0.002611050003906712,31,0.2950168174332691,-0.29040000000000005
2,0.002611050003906712,32,0.30994477211404525,-0.290196910369131
2,0.002611050003906712,33,0.32483209116238304,-0.2889898304462928
2,0.002611050003906712,34,0.3396942258524482,-0.28753822176844324
2,0.002611050003906712,35,0.3545150614277589,-0.28568561732152936
2,0.002611050003906712,36,0.36933589700306957,-0.28383301287461554
2,0.002611050003906712,37,0.38415673257838046,-0.28198040842770167
2,0.002611050003906712,38,0.39883243476284846,-0.27922362888586777
2,0.002611050003906712,39,0.4134673368574346,-0.2762631155213317
2,0.002611050003906712,40,0.4276721477173338,-0.2716465519918645
2,0.002611050003906712,41,0.4418616520818387,-0.26699214727818943
2,0.002611050003906712,42,0.4552814145992202,-0.2604347633208326
2,0.002611050003906712,43,0.46836515923626815,-0.2532717754773287
2,0.002611050003906712,44,0.4810310099286429,-0.24535561879459464
2,0.002611050003906712,45,0.4936968606210175,-0.23743946211186062
2,0.002611050003906712,46,0.5056777312766106,-0.22855179607267903
2,0.002611050003906712,47,0.5173883765711947,-0.2192808685478001
2,0.002611050003906712,48,0.5284041578920387,-0.209212682020125
2,0.002611050003906712,49,0.5391878997514948,-0.19887826273814638
2,0.002611050003906712,50,0.5499716416109511,-0.18854384345616768
2,0.002611050003906712,51,0.5604101282624117,-0.17786997517125572
2,0.002611050003906712,52,0.5705601850088179,-0.16691252754729463
2,0.002611050003906712,53,0.5807102417552243,-0.15595507992333346
2,0.002611050003906712,54,0.5908602985016307,-0.14499763229937238
2,0.002611050003906712,55,0.6009233488092136,-0.1339612325896312
2,0.002611050003906712,56,0.6108464030751125,-0.12279779654049522
2,0.002611050003906712,57,0.6207694573410113,-0.11163436049135933
2,0.002611050003906712,58,0.6306925116069102,-0.10047092444222336
2,0.002611050003906712,59,0.640615565872809,-0.08930748839308748
2,0.002611050003906712,60,0.6505386201387079,-0.07814405234395153
2,0.002611050003906712,61,0.6604616744046068,-0.06698061629481564
2,0.002611050003906712,62,0.6703847286705057,-0.055817180245679665
2,0.002611050003906712,63,0.6803077829364046,-0.04465374419654371
2,0.002611050003906712,64,0.6902308372023034,-0.03349030814740782
2,0.002611050003906712,65,0.7001538914682023,-0.02232687209827186
2,0.002611050003906712,66,0.7100769457341011,-0.011163436049135972
2,0.002611050003906712,67,0.72,0.0
