replan_index,wall_time,waypoint_index,x,y
2,0.0023824700037948787,0,-3.955161693098078e-14,7.303932994236235e-28
2,0.0023824700037948787,1,0.030000000000000027,0.24
2,0.0023824700037948787,2,0.24,0.3599999999999999
2,0.0023824700037948787,3,0.48,0.33000000000000007
2,0.0023824700037948787,4,0.5999999999999999,0.12
2,0.0023824700037948787,5,0.6,0.1
2,0.0023824700037948787,6,0.72,0.06
