point_index,x,y,arc_length,curvature,planned_speed
0,0.2265241580828018,0.3173912714264233,0.0,-37.03216522769171,0.0
1,0.21948686173313017,0.3305110125887047,0.014887953119161874,-37.03216522769171,0.059775486184546
2,0.21917402387029394,0.34021939567154436,0.024601375256163405,-106.75185422463794,0.04106279802529416
3,0.23391732578955948,0.3422897088352331,0.039489328375325275,-2.4641466965405593e-13,0.07252077033695209
4,0.24866062770882502,0.34436002199892174,0.05437728149448714,2.5052158081495685e-13,0.09398069418164455
5,0.26340392962809056,0.34643033516261046,0.06926523461364902,0.0,0.11137988879264805
6,0.2781472315473561,0.3485006483262992,0.08415318773281089,-2.0945246920594872e-13,0.1264064411968848
7,0.2928905334666216,0.35057096148998784,0.0990411408519727,1.80704091079641e-13,0.13
8,0.3076338353858872,0.35264127465367656,0.11392909397113463,6.981748973531581e-14,0.13
9,0.32237713730515266,0.3547115878173653,0.12881704709029645,-2.7926995894126495e-13,0.13
10,0.3371204392244182,0.35678190098105395,0.1437050002094583,2.833768701021659e-13,0.13
11,0.3518637411436837,0.35885221414474266,0.15859295332862014,-1.0267277902252266e-13,0.13
12,0.36660704306294933,0.3609225273084314,0.17348090644778213,-1.4374189063153183e-13,0.11381190899698598
13,0.3813503449822148,0.36299284047212005,0.18836885956694394,-5.200796947215722,0.09049312477424151
14,0.39576369497066677,0.36390531382430746,0.2028110638830468,-50.45549751179641,0.05972855473099553
15,0.4072009373664551,0.35437427849448383,0.21769901700220873,2.2177320268864974e-13,0.08450212422686423
16,0.4186381797622433,0.3448432431646603,0.23258697012137056,-3.285528928720748e-14,0.10350709032453397
17,0.43007542215803163,0.33531220783483673,0.24747492324053247,-1.6427644643603682e-13,0.11952751355252936
18,0.4415126645538199,0.32578117250501315,0.26236287635969435,1.8891791340144385e-13,0.13
19,0.4529499069496081,0.3162501371751896,0.27725082947885615,-1.9713173572324576e-13,0.13
20,0.4643871493453964,0.30671910184536605,0.292138782598018,1.5606262411423499e-13,0.13
21,0.4758243917411847,0.29718806651554247,0.3070267357171799,-1.314211571488305e-13,0.13
22,0.4872616341369729,0.28765703118571895,0.3219146888363417,9.85658678616221e-14,0.13
23,0.49869887653276124,0.2781259958558953,0.3368026419555037,-1.2320733482702665e-13,0.13
24,0.5101361189285495,0.26859496052607174,0.35169059507466555,1.8891791340144385e-13,0.13
25,0.5215733613243377,0.2590639251962482,0.36657854819382735,-1.9713173572324576e-13,0.13
26,0.533010603720126,0.24953288986642463,0.3814665013129892,3.2033907055027045e-13,0.13
27,0.5444478461159143,0.24000185453660106,0.39635445443215117,-5.421122732389249e-13,0.13
28,0.5558850885117025,0.2304708192067775,0.4112424075513129,5.503260955607267e-13,0.11780650895131782
29,0.5673223309074908,0.22093978387695393,0.4261303606704749,-19.749340160829238,0.09546846889504983
30,0.575021395918153,0.2094857347896854,0.4399314781082753,-35.681410647422666,0.07102565454736605
31,0.5761248390888017,0.19463872966247175,0.4548194312274371,4.702413279231584e-13,0.09283184988181918
32,0.5772282822594506,0.17979172453525802,0.46970738434659903,-4.887224281472099e-13,0.1104122325699443
33,0.5783317254300993,0.1649447194080443,0.4845953374657609,8.213822321801899e-15,0.12555464885729367
34,0.579435168600748,0.15009771428083063,0.49948329058492275,-2.874837812630649e-14,0.13
35,0.5805386117713967,0.13525070915361687,0.5143712437040847,5.380053620780225e-13,0.13
36,0.5816420549420455,0.12040370402640321,0.5292591968232465,-5.318449953366718e-13,0.13
37,0.5827454981126942,0.10555669889918946,0.5441471499424084,3.285528928720755e-14,0.13
38,0.5838489412833429,0.09070969377197581,0.5590351030615702,4.661344167622567e-13,0.13
39,0.5849523844539917,0.07586268864476206,0.5739230561807321,-4.661344167622567e-13,0.12979308200963038
40,0.5860558276246404,0.06101568351754841,0.5888110092998939,-3.6962200448108445e-14,0.10991860233566865
41,0.5871592707952891,0.046168678390334644,0.6036989624190559,16.83645178639935,0.0855450415938589
42,0.5912615726663919,0.03346858814619347,0.6170451668551862,59.07122855265109,0.05520116594541589
43,0.6049862280823248,0.027699940784347832,0.6319328617295253,1.1211205313374961,0.08136470667048915
44,0.6188049260975513,0.022161293435193116,0.6468202063313784,1.6305723922693862,0.10096127077260601
45,0.6327536135683679,0.016959836871915566,0.6617071480098488,2.1611707379994765,0.11732878674414203
46,0.646862223209512,0.01220984736483349,0.6765938960201959,2.927603383407013,0.13
47,0.6611637972878566,0.008079271555293735,0.6914800196807307,3.573363146494833,0.13
48,0.6756635347597969,0.004715275813701714,0.7063648728578581,3.8575443641788234,0.11953226625245886
49,0.6903307163893201,0.0021892896730973405,0.7212479781432463,4.249812130455118,0.09759799682434318
50,0.7051277687967715,0.0005956337557198538,0.7361306022106564,4.518191985690237,0.06901397889234658
51,0.72,0.0,0.7510147562186353,4.518191985690237,0.0
